customer_id,gender,region,plan_type,tenure_months,total_usage,support_tickets,last_login_days,churn
4266,Male,South,Premium,41,2056.82547962544,4,44,0
4267,Female,South,Standard,42,5811.581606227734,2,36,1
4268,Female,South,Basic,9,2927.1269204591645,3,48,0
4269,Male,East,Basic,1,3744.0942569668673,1,55,0
4270,Female,West,Standard,54,9323.326198683466,2,30,0
4271,Female,South,Standard,16,8487.301581772153,3,37,1
4272,Male,East,Standard,58,8536.686277737346,2,26,0
4273,Male,West,Premium,46,5818.65414992728,2,9,0
4274,Male,South,Premium,13,8678.014858175758,4,40,0
4275,Male,South,Basic,38,7807.801670871479,0,45,0
4276,Female,West,Basic,14,9537.044348819516,1,56,0
4277,Male,East,Standard,40,737.2472097169639,0,54,0
4278,Female,East,Basic,23,384.3986231739354,6,59,0
4279,Male,North,Premium,55,1832.796413166522,1,1,1
4280,Female,West,Basic,18,9297.939723028958,1,47,0
4281,Male,North,Basic,28,6095.094548947035,0,19,0
4282,Male,East,Standard,59,4318.513925183281,0,27,0
4283,Female,South,Standard,20,5175.839508613903,3,56,0
4284,Female,North,Premium,1,8313.085423453933,3,14,0
4285,Female,East,Basic,12,9298.188958458848,3,34,0
4286,Male,East,Basic,27,7324.018459678008,2,55,0
4287,Female,South,Basic,43,7622.493546079233,2,0,0
4288,Female,West,Standard,13,3271.742637221996,2,46,0
4289,Female,East,Premium,55,4723.648433217938,4,23,0
4290,Female,North,Basic,4,8863.580915364542,1,28,1
4291,Female,South,Basic,25,7880.747689718517,1,42,0
4292,Female,West,Basic,6,6874.282092767342,0,54,0
4293,Female,West,Basic,54,745.9436752923921,3,25,0
4294,Female,West,Premium,57,491.1214725941531,3,18,1
4295,Female,East,Premium,45,1391.0683368285509,1,33,0
4296,Male,West,Premium,56,5855.771882058551,2,19,0
4297,Male,East,Standard,22,5410.229788677384,2,0,0
4298,Female,South,Basic,45,9432.639182815832,0,15,0
4299,Male,South,Basic,38,6978.1204364296245,0,40,0
4300,Male,West,Basic,54,3010.3289117197173,1,55,1
4301,Female,South,Basic,36,1698.8133087754034,1,12,0
4302,Female,North,Premium,53,8510.379069350982,2,23,1
4303,Female,North,Standard,3,4650.278626521339,1,23,0
4304,Female,East,Standard,57,6569.348024347602,4,24,0
4305,Female,West,Basic,15,5694.9217052489485,1,34,1
4306,Female,East,Premium,11,1163.8178267526866,3,30,0
4307,Male,South,Standard,34,664.8779984500876,3,38,0
4308,Female,West,Standard,27,3832.480078192494,2,16,0
4309,Male,East,Basic,23,3679.3479457026046,2,44,0
4310,Female,West,Standard,17,6770.601318392173,1,48,0
4311,Female,West,Basic,58,6358.784050101501,1,39,0
4312,Male,East,Premium,23,9692.515191793544,5,38,0
4313,Female,West,Basic,34,8595.18507743856,5,56,0
4314,Female,South,Standard,21,5016.16700517535,1,13,1
4315,Male,North,Basic,33,5050.250990370686,3,27,0
4316,Female,North,Basic,5,6773.879368215674,2,21,1
4317,Male,West,Basic,59,1229.496769455428,3,40,0
4318,Female,North,Basic,52,9998.916589850784,0,7,0
4319,Female,West,Basic,17,5236.200202311878,3,0,0
4320,Male,East,Basic,1,9108.058251698802,1,55,1
4321,Female,South,Standard,7,9676.82771305686,4,10,1
4322,Male,North,Basic,3,5858.263125032428,1,57,0
4323,Male,East,Standard,26,1123.151610495276,0,58,0
4324,Male,South,Basic,16,5776.123503357715,1,47,0
4325,Female,North,Premium,16,6016.660127943269,3,28,0
4326,Female,North,Basic,44,7913.012054055977,1,14,0
4327,Male,South,Standard,41,577.4697432495709,1,52,0
4328,Female,East,Standard,57,4716.52213523143,1,40,0
4329,Female,East,Premium,14,9235.42555753445,3,8,1
4330,Female,North,Basic,44,9913.86087891867,2,43,1
4331,Male,South,Premium,26,1994.688519716453,3,16,0
4332,Female,East,Basic,27,8718.930028076848,2,26,0
4333,Male,South,Basic,57,1547.8805601433764,3,18,1
4334,Female,South,Standard,48,8427.62690222218,2,34,0
4335,Female,North,Premium,17,2845.049501929869,3,2,0
4336,Male,South,Premium,44,9600.29013388651,1,41,0
4337,Female,South,Standard,4,6985.417833916307,3,53,0
4338,Male,West,Standard,17,4051.1949537586192,3,39,0
4339,Female,South,Premium,33,2881.635966090846,2,50,0
4340,Male,East,Standard,30,2428.851521997009,0,18,0
4341,Female,North,Basic,57,6839.844037295893,1,53,0
4342,Female,North,Premium,21,8968.330925511127,0,45,0
4343,Female,South,Premium,17,7573.925499182003,2,22,0
4344,Male,South,Standard,11,8364.436226363769,3,6,0
4345,Male,East,Basic,51,7835.699299581918,0,7,0
4346,Male,West,Premium,55,9793.561898330392,1,4,1
4347,Female,North,Premium,30,7602.268775580615,2,28,0
4348,Male,West,Basic,18,2181.2623328557106,1,37,1
4349,Male,East,Standard,20,7936.824808197697,4,53,0
4350,Male,North,Standard,34,3288.486673749529,4,56,0
4351,Male,East,Standard,41,9958.418640362295,3,28,0
4352,Male,South,Standard,28,3829.058938991451,2,40,0
4353,Male,East,Basic,9,2998.658182887576,1,28,1
4354,Male,South,Basic,44,2468.2382565382245,3,34,0
4355,Male,West,Premium,31,6619.295055377861,2,52,0
4356,Male,North,Premium,45,1181.288775036559,2,22,1
4357,Male,North,Basic,16,9540.24282915642,6,11,0
4358,Female,West,Premium,31,3013.6955185670577,2,16,0
4359,Female,South,Basic,29,3024.4660492808757,1,58,1
4360,Male,North,Standard,13,556.0543474998851,1,45,0
4361,Female,East,Basic,23,2535.573426948384,1,14,0
4362,Female,South,Basic,14,4247.895621194753,1,18,1
4363,Male,North,Premium,39,3759.103263219786,1,22,0
4364,Male,East,Basic,2,2802.8972222185803,1,18,0
4365,Male,East,Standard,12,503.3639946080624,0,53,0
4366,Female,North,Standard,58,3075.75559869586,4,28,1
4367,Male,West,Premium,28,7805.476288804888,2,55,0
4368,Female,West,Premium,32,4444.043624563765,0,39,0
4369,Male,North,Basic,56,2978.6759412272645,2,55,0
4370,Female,East,Premium,49,3117.442128064782,0,16,0
4371,Female,West,Standard,24,5588.932007289618,0,42,0
4372,Male,West,Premium,37,3092.69750961684,1,50,0
4373,Male,West,Premium,29,6344.893466675327,3,4,0
4374,Female,South,Standard,52,9895.599685878638,5,53,0
4375,Female,West,Basic,42,507.646337762676,5,34,0
4376,Male,North,Basic,18,1770.49388140395,4,54,0
4377,Male,North,Premium,3,1873.1646983613384,5,37,1
4378,Female,South,Standard,13,4525.996147526948,1,10,0
4379,Male,South,Standard,13,510.04524932840695,2,21,1
4380,Female,North,Standard,42,4827.463619650916,3,1,0
4381,Male,South,Basic,29,9296.3551049589,3,12,0
4382,Male,West,Standard,2,214.4844780577496,2,25,0
4383,Male,East,Standard,59,3712.894785133292,2,53,0
4384,Female,East,Basic,28,7632.848343898551,0,41,0
4385,Male,East,Standard,48,1629.4955533047691,1,47,0
4386,Female,North,Basic,4,867.8341250127671,0,36,0
4387,Male,South,Premium,51,6344.707518900122,2,50,1
4388,Female,East,Premium,5,198.51399959012605,1,58,1
4389,Female,West,Premium,39,8037.527862580186,0,32,0
4390,Male,West,Premium,41,761.8422603043778,2,56,1
4391,Female,West,Premium,5,5291.107168261572,2,55,1
4392,Female,South,Basic,8,7427.264331254499,2,21,0
4393,Female,East,Basic,34,2495.9087885901263,1,6,1
4394,Female,West,Basic,54,1125.0476030351017,1,27,1
4395,Male,South,Standard,56,1838.6653875437053,1,49,0
4396,Male,West,Premium,25,8561.367362156583,1,37,0
4397,Male,East,Standard,27,7087.224887355037,0,4,0
4398,Female,East,Standard,52,2061.170687229468,5,58,1
4399,Female,East,Standard,52,7189.595891596846,4,57,0
4400,Male,East,Premium,7,7115.319885065999,1,32,0
4401,Male,East,Standard,36,9977.478471249007,1,1,0
4402,Female,West,Premium,32,3976.404632906533,1,40,0
4403,Male,East,Premium,21,8662.049592013433,5,38,0
4404,Male,West,Premium,47,4519.782591130868,1,4,0
4405,Female,East,Standard,18,8987.826213807972,3,56,0
4406,Male,West,Premium,2,1006.844941079598,1,22,0
4407,Female,East,Premium,59,1835.595038239917,2,22,0
4408,Male,West,Basic,46,8514.54819436023,1,36,1
4409,Female,East,Standard,42,8211.07320864341,3,52,0
4410,Female,South,Basic,5,3123.794539384176,0,34,0
4411,Female,West,Basic,44,6008.303349521199,0,3,0
4412,Female,South,Standard,42,3888.727248810157,4,5,0
4413,Female,West,Basic,58,202.14175810486137,1,43,1
4414,Male,West,Premium,50,358.4308530145575,1,5,1
4415,Male,West,Basic,38,637.1380182676065,1,27,0
4416,Male,North,Basic,28,5981.314327823229,0,12,0
4417,Female,East,Premium,31,2864.3545795247264,2,6,0
4418,Male,South,Basic,54,1525.0881533174163,1,37,0
4419,Female,South,Premium,44,9417.197973594488,0,31,0
4420,Female,West,Standard,24,1301.054804104037,4,53,1
4421,Male,South,Basic,33,6772.418992606289,1,36,0
4422,Female,South,Standard,39,8952.18580994432,4,47,0
4423,Male,South,Basic,12,1721.913705660652,0,21,0
4424,Female,South,Premium,39,2225.82385406428,1,34,1
4425,Female,North,Basic,9,5780.753982401975,2,47,0
4426,Male,West,Standard,52,5133.6419951500975,0,39,0
4427,Female,South,Premium,15,5258.171427174048,0,53,0
4428,Male,North,Premium,23,5591.313130779077,3,18,0
4429,Female,North,Standard,44,9504.03886801434,3,23,0
4430,Male,West,Standard,45,632.9966154728047,0,32,0
4431,Female,East,Basic,22,7628.440354878709,4,0,1
4432,Male,East,Basic,36,2401.81358182666,1,52,0
4433,Male,East,Premium,10,3799.4089347065824,2,19,0
4434,Female,South,Standard,28,983.9821173541338,1,6,0
4435,Male,West,Standard,56,4511.705014620082,2,46,0
4436,Female,East,Basic,35,8061.770597523702,3,49,0
4437,Female,South,Basic,56,1077.529351476254,0,42,0
4438,Male,West,Premium,29,2828.47562238096,1,1,0
4439,Male,South,Standard,5,3793.310915902548,2,37,0
4440,Male,East,Standard,4,1128.602110567659,3,49,0
4441,Male,East,Standard,51,7646.936418771642,1,31,0
4442,Male,North,Standard,15,7890.775579352512,5,4,0
4443,Female,North,Basic,30,8375.360478021683,0,39,0
4444,Male,West,Basic,26,5880.572427582551,2,40,0
4445,Female,South,Basic,23,5121.664326458321,0,43,0
4446,Male,South,Premium,39,2699.269210165296,2,1,0
4447,Male,East,Standard,29,6586.063876176423,2,42,0
4448,Male,East,Basic,22,4501.178507989881,3,50,1
4449,Female,West,Standard,35,9710.686420166145,1,2,0
4450,Male,North,Basic,57,9684.97702004712,3,13,1
4451,Female,East,Premium,59,9061.53080499387,2,49,0
4452,Female,South,Basic,48,3664.8824663418864,3,21,0
4453,Female,East,Premium,47,3742.927308005185,1,6,0
4454,Male,North,Standard,18,8541.464324032786,1,32,0
4455,Female,South,Basic,35,7318.435824240515,3,35,1
4456,Male,North,Basic,46,7073.173601198633,2,14,0
4457,Female,West,Basic,33,2868.1490097327464,2,17,0
4458,Male,West,Standard,7,8350.151254389311,1,32,1
4459,Female,North,Premium,34,5836.263665403138,3,7,0
4460,Male,South,Premium,10,4523.969184961874,0,14,0
4461,Male,North,Basic,24,8667.67902866995,6,30,0
4462,Male,East,Standard,25,4002.676661442929,1,59,0
4463,Female,East,Premium,48,6573.865537490879,6,27,0
4464,Female,North,Premium,44,4712.461301840976,1,45,0
4465,Male,East,Premium,27,5968.104281093457,2,55,0
4466,Female,North,Premium,50,501.4100693199379,2,51,0
4467,Female,East,Premium,6,4665.040115446202,3,5,0
4468,Female,North,Basic,59,5609.263944218065,0,43,0
4469,Female,East,Basic,49,4977.921414021099,2,35,0
4470,Female,South,Basic,8,8489.362687817507,2,47,0
4471,Female,South,Premium,21,3180.127350438984,0,39,0
4472,Female,East,Premium,41,8852.35765694495,1,53,0
4473,Male,North,Premium,19,4094.273502078215,3,8,0
4474,Male,East,Basic,34,6975.814649380497,5,54,0
4475,Female,West,Premium,39,958.5550072722476,1,38,0
4476,Male,West,Basic,43,2081.525427331345,2,54,0
4477,Male,North,Premium,23,7635.543510298591,4,3,0
4478,Male,East,Basic,13,222.0539868325401,1,57,0
4479,Female,East,Standard,42,9688.424617556284,2,38,0
4480,Female,South,Premium,47,1987.2261205258303,1,40,0
4481,Female,North,Premium,53,9022.90946382672,2,51,0
4482,Female,West,Basic,39,5207.855779440229,1,56,0
4483,Female,West,Premium,28,5689.296132281587,6,16,1
4484,Male,North,Basic,6,932.904700913148,2,50,1
4485,Female,West,Basic,57,3715.665666157941,1,16,0
4486,Male,North,Standard,12,1646.5667217269638,3,18,0
4487,Female,West,Standard,3,5306.721794173333,4,15,0
4488,Male,West,Premium,48,5552.2482421523,1,20,0
4489,Female,North,Premium,20,7125.702800884672,1,31,0
4490,Female,North,Basic,41,8794.953763439515,3,26,0
4491,Female,West,Basic,42,4734.980181071621,3,20,0
4492,Female,West,Basic,45,2410.2676637980053,2,12,0
4493,Female,South,Basic,8,3402.35944827233,1,36,0
4494,Female,East,Premium,26,8486.189148095478,1,58,1
4495,Male,North,Standard,38,1544.0485022797384,1,16,1
4496,Female,North,Premium,28,6309.835175552957,3,51,0
4497,Male,East,Premium,35,229.55025004382077,3,21,0
4498,Female,South,Premium,44,2532.126351697003,3,36,0
4499,Male,West,Standard,41,5954.944125264449,1,19,0
4500,Male,West,Premium,41,4618.479196026441,3,48,0
4501,Male,South,Standard,43,4986.13995340799,4,20,0
4502,Male,South,Basic,38,6639.564299550099,3,44,0
4503,Male,East,Premium,2,2422.401641743818,2,10,0
4504,Male,East,Basic,7,2879.968909232374,0,42,0
4505,Female,West,Basic,41,6876.136253535679,1,17,0
4506,Male,South,Basic,25,5429.084934684302,1,3,0
4507,Female,South,Premium,51,244.4095601623935,1,35,1
4508,Female,West,Basic,50,6736.245173325868,4,39,0
4509,Male,West,Premium,32,6238.911203447553,2,49,0
4510,Male,West,Basic,12,878.2149806029103,3,58,1
4511,Female,West,Premium,53,7500.442998925762,3,1,0
4512,Male,West,Premium,11,5268.804443576,2,4,0
4513,Male,East,Premium,10,2126.9981111739003,3,50,0
4514,Male,West,Basic,55,5637.62804435263,1,36,0
4515,Male,South,Premium,35,5995.0392902929325,2,33,0
4516,Male,North,Basic,44,9209.175418983348,1,35,0
4517,Male,East,Standard,4,7447.229812956587,2,56,0
4518,Male,South,Basic,42,3089.051109462873,2,45,1
4519,Female,North,Basic,2,1269.5163788855064,4,6,0
4520,Male,East,Premium,44,8546.522313599731,0,40,0
4521,Female,West,Basic,28,8476.070109966915,2,30,0
4522,Female,East,Standard,43,1835.569145767177,3,29,0
4523,Female,West,Premium,46,715.0987334590776,4,12,0
4524,Female,West,Basic,47,7147.460033178785,1,32,1
4525,Male,West,Basic,14,7253.560125281192,5,28,1
4526,Female,North,Premium,58,1853.7231616832528,2,57,0
4527,Female,East,Premium,44,6715.297409618809,1,10,0
4528,Female,West,Basic,29,2861.3450724995955,2,11,0
4529,Female,South,Basic,2,2680.10857689116,0,28,0
4530,Female,East,Premium,55,3312.7275474943904,1,54,0
4531,Male,South,Premium,34,5251.924028516857,0,26,0
4532,Male,North,Standard,33,8064.093840953365,2,26,1
4533,Female,North,Standard,20,5036.573133807299,1,46,0
4534,Male,East,Standard,47,3050.6226866783363,2,12,0
4535,Male,North,Premium,30,8851.345557247309,3,19,1
4536,Female,North,Premium,54,645.3905786794102,2,3,0
4537,Female,East,Premium,42,7991.205690590996,1,10,0
4538,Female,South,Basic,26,7865.379403426372,2,16,0
4539,Male,West,Premium,20,2610.113420527997,2,39,0
4540,Female,East,Basic,1,2063.1223069507687,1,54,1
4541,Male,East,Premium,1,8759.535558806412,1,58,0
4542,Male,West,Premium,25,5632.8258062472105,0,49,0
4543,Male,South,Basic,33,555.5124405510047,5,13,0
4544,Female,West,Premium,23,8919.241913024713,1,13,0
4545,Male,West,Premium,11,3555.1592451211704,1,28,0
4546,Female,South,Premium,44,3487.3498827192616,2,26,0
4547,Female,South,Standard,15,6468.5505778827455,1,23,0
4548,Female,West,Premium,14,6646.978333705901,1,35,0
4549,Female,West,Basic,55,3597.8295962013062,3,41,0
4550,Female,East,Basic,1,1518.4613861791188,2,2,1
4551,Male,South,Basic,33,5567.470657359757,2,4,0
4552,Male,North,Premium,6,6289.273730284877,2,52,0
4553,Male,South,Basic,56,8616.201414083838,1,12,0
4554,Male,West,Standard,23,4895.955874914152,2,51,0
4555,Male,West,Basic,54,6492.391187725396,2,53,1
4556,Female,West,Premium,26,638.6473953771645,2,4,0
4557,Female,West,Standard,3,8955.776712041003,2,33,0
4558,Male,North,Basic,46,3339.436550746351,2,47,0
4559,Male,South,Standard,59,6358.989130988888,1,6,0
4560,Male,North,Basic,55,9168.911150001091,4,8,0
4561,Female,North,Premium,6,8124.205265210401,5,33,1
4562,Female,West,Standard,40,6413.2681890308695,1,59,1
4563,Female,North,Basic,52,7065.717497893844,2,27,0
4564,Male,West,Basic,25,9216.960648053266,1,57,0
4565,Male,West,Standard,47,8139.722483453271,2,1,0
4566,Male,West,Standard,17,6137.604699317853,1,49,1
4567,Male,North,Standard,28,6621.1567914753,2,27,1
4568,Female,West,Standard,32,1557.957399235598,3,54,0
4569,Male,North,Basic,29,4754.660029728937,1,44,1
4570,Male,South,Basic,23,3079.876712068298,4,37,0
4571,Male,West,Basic,41,4376.509281549172,2,3,1
4572,Female,East,Premium,16,6656.244047954488,1,23,0
4573,Female,East,Standard,32,1576.5958266573805,1,1,0
4574,Male,East,Basic,26,272.0220402464436,1,37,0
4575,Female,East,Standard,33,4029.551592004023,2,44,0
4576,Female,East,Standard,58,3289.624713431766,4,58,0
4577,Female,North,Basic,48,4262.277391046902,0,32,0
4578,Female,South,Standard,19,9319.087111652909,2,52,0
4579,Female,North,Standard,55,7100.132602026953,2,23,0
4580,Male,West,Standard,41,3341.8418685316856,0,32,1
4581,Male,South,Standard,17,1874.8603401433609,3,33,0
4582,Male,South,Standard,38,6222.935113143671,3,16,0
4583,Female,South,Basic,59,6610.004889944082,2,58,0
4584,Female,South,Basic,14,4887.864570390567,4,45,0
4585,Female,East,Standard,18,2206.3316687593856,4,19,0
4586,Female,West,Standard,21,382.6970822816507,1,40,0
4587,Male,South,Standard,46,2730.040904925998,1,19,0
4588,Male,South,Premium,55,4625.987942972822,3,22,0
4589,Male,East,Standard,39,7900.54943578067,0,43,0
4590,Male,North,Premium,42,8552.162905567204,1,4,1
4591,Male,North,Premium,48,4188.052140702946,2,56,0
4592,Male,North,Premium,39,7981.628141366925,0,29,0
4593,Female,West,Basic,28,9934.192953156416,3,20,0
4594,Female,North,Premium,20,7194.442711037071,3,37,0
4595,Male,South,Standard,6,7313.130412853928,0,37,0
4596,Female,East,Standard,59,9104.411365343323,3,16,1
4597,Male,East,Basic,26,3447.626871327408,3,14,1
4598,Male,North,Basic,6,210.9333912689655,0,18,0
4599,Female,East,Standard,39,9871.074989589422,2,26,0
4600,Male,South,Basic,57,4955.633968943136,4,17,0
4601,Male,North,Basic,54,7878.208172307036,0,22,0
4602,Male,South,Premium,26,8143.662262332026,2,51,0
4603,Female,West,Premium,17,4035.415103092287,3,43,0
4604,Female,South,Basic,40,5458.60316255095,0,8,0
4605,Female,South,Standard,2,5445.16370802051,2,18,0
4606,Female,South,Premium,51,2280.1384925080797,2,38,1
4607,Male,South,Standard,21,1264.6254455535054,2,46,0
4608,Female,West,Basic,54,5481.365818931992,6,36,0
4609,Female,North,Standard,7,1289.4179458294775,1,1,0
4610,Female,South,Standard,44,3526.2783662091806,1,30,0
4611,Male,North,Standard,20,1942.224983245291,3,31,0
4612,Female,East,Standard,3,7098.469471999503,0,16,1
4613,Female,South,Basic,57,8732.887649649878,0,42,0
4614,Male,South,Basic,36,5821.354637536583,1,25,0
4615,Male,East,Premium,57,4160.542490998815,3,41,1
4616,Male,North,Premium,57,9966.762144130978,3,20,0
4617,Male,West,Premium,43,309.9704389407383,4,18,0
4618,Female,South,Premium,44,3112.9767336188347,0,14,1
4619,Male,East,Standard,51,2858.8642112053044,2,38,0
4620,Female,East,Premium,19,3626.415620773405,1,40,0
4621,Female,South,Premium,30,2382.8978374691765,5,3,0
4622,Female,North,Standard,11,2716.202070771413,4,8,0
4623,Female,North,Basic,13,2651.00338818154,0,53,0
4624,Female,South,Premium,56,5106.866102449063,1,32,0
4625,Male,East,Basic,33,3971.447242640868,1,57,0
4626,Female,South,Premium,38,6428.873009650592,2,38,1
4627,Female,West,Basic,54,5192.571482690086,1,26,0
4628,Female,West,Premium,57,1915.876338460332,5,47,0
4629,Male,North,Basic,48,8119.445291451627,2,2,0
4630,Female,West,Basic,2,4774.732463571516,3,1,0
4631,Female,East,Premium,46,1616.9920272692295,4,0,0
4632,Male,West,Basic,56,1752.110444993756,2,56,1
4633,Female,South,Premium,23,7989.987263741663,0,3,0
4634,Female,East,Premium,50,7059.632523808694,1,51,1
4635,Male,North,Standard,49,5114.626730143634,1,18,0
4636,Female,North,Premium,20,3130.206946548091,2,0,0
4637,Female,West,Premium,50,4659.168164291053,3,35,0
4638,Female,North,Premium,51,6401.18701766663,3,14,0
4639,Female,South,Premium,30,8804.894942552193,1,41,0
4640,Female,East,Standard,15,5603.091890019414,3,0,0
4641,Male,South,Standard,2,2839.6794182601266,5,55,0
4642,Male,South,Standard,30,523.1251554654382,2,21,0
4643,Male,South,Standard,25,1837.005053575732,0,12,0
4644,Female,South,Basic,4,6536.758444558382,5,11,0
4645,Female,East,Premium,1,1688.3259715591607,0,17,0
4646,Female,East,Standard,8,4867.241576120164,3,1,0
4647,Male,South,Premium,52,7019.654653216216,2,44,0
4648,Female,South,Standard,14,3151.4265238907965,1,46,0
4649,Female,North,Premium,58,6724.148309092133,2,59,0
4650,Female,North,Basic,11,5852.6134103134045,3,6,1
4651,Male,East,Standard,59,4445.497158591115,2,18,0
4652,Male,North,Basic,24,8982.730240954184,2,33,0
4653,Female,East,Basic,24,6951.383015231693,1,0,0
4654,Female,East,Premium,32,3669.9106282104954,3,58,0
4655,Female,West,Standard,25,8062.218881902861,4,45,0
4656,Male,East,Basic,46,7407.211920279749,3,33,0
4657,Male,North,Premium,28,7937.671258530827,1,17,0
4658,Male,West,Premium,16,6445.4642321058445,1,46,0
4659,Female,North,Premium,42,3855.769096811036,1,4,0
4660,Male,East,Basic,39,3550.9273044822644,0,51,1
4661,Female,East,Premium,16,6576.098471516718,2,59,0
4662,Female,South,Premium,36,1395.9100788723215,2,13,0
4663,Male,East,Premium,12,8217.152069935899,0,28,0
4664,Female,West,Basic,12,3766.320301580924,0,52,0
4665,Male,East,Premium,34,6340.682694718935,0,53,0
4666,Female,South,Basic,38,5040.732757840839,3,23,0
4667,Female,East,Premium,20,5241.332271044073,3,10,0
4668,Male,East,Basic,47,7406.260847393336,1,26,1
4669,Female,East,Basic,15,6304.033531347042,3,21,0
4670,Female,South,Standard,22,2578.0589846225635,0,44,0
4671,Female,North,Standard,16,834.8367210950041,5,10,0
4672,Female,East,Standard,24,8418.317266916381,2,56,1
4673,Female,West,Basic,3,8860.451340043392,1,20,0
4674,Female,South,Premium,1,1728.515675881455,3,53,0
4675,Female,West,Premium,53,3163.8229625033714,2,35,0
4676,Female,East,Basic,44,2895.18958112415,1,3,0
4677,Male,South,Premium,47,9380.740751327532,2,52,0
4678,Male,East,Basic,51,2127.296081113815,2,43,0
4679,Female,West,Premium,38,1748.738397788337,2,41,1
4680,Female,South,Basic,51,1900.2016425071704,1,16,0
4681,Male,North,Standard,17,7325.704843328293,4,1,1
4682,Female,North,Standard,41,8891.396458040104,3,19,0
4683,Male,North,Premium,21,3994.337365269354,1,54,0
4684,Male,East,Premium,45,1447.191053226932,2,10,0
4685,Male,South,Premium,47,5898.647774342566,3,33,0
4686,Female,West,Premium,48,2178.356087456864,2,1,0
4687,Female,West,Standard,13,735.0993289158247,3,51,0
4688,Female,East,Standard,2,8873.690645986513,2,58,0
4689,Male,East,Basic,2,8721.328635703392,1,44,1
4690,Male,West,Premium,43,9761.51058656681,1,51,1
4691,Male,South,Standard,25,4792.647073570716,1,56,0
4692,Female,East,Basic,28,3010.611862283179,1,24,0
4693,Male,South,Basic,48,7720.859081146984,1,12,0
4694,Male,West,Basic,49,1886.8998276307364,2,52,0
4695,Female,South,Standard,26,2508.591560481178,3,16,0
4696,Male,North,Basic,35,2631.257999453069,3,31,0
4697,Male,West,Premium,28,9521.032158130583,5,55,0
4698,Female,North,Basic,58,7325.246896427632,1,46,1
4699,Female,West,Basic,59,1423.5784465633192,3,53,0
4700,Male,North,Standard,55,1019.174193426677,2,13,1
4701,Female,South,Basic,33,8443.867050486666,2,58,0
4702,Male,West,Standard,18,8042.515798143139,3,20,0
4703,Female,West,Standard,14,6742.846322282716,0,32,0
4704,Male,North,Premium,54,2041.3964587264995,6,58,0
4705,Female,South,Basic,41,4854.807035003785,0,15,0
4706,Male,West,Premium,9,6066.986860027011,0,47,0
4707,Female,East,Premium,44,9328.16151571948,2,21,0
4708,Female,North,Basic,56,1777.2950279543647,1,10,1
4709,Female,West,Basic,30,5202.923390746526,4,28,0
4710,Female,South,Standard,3,1661.741224895289,3,25,0
4711,Female,South,Basic,34,4494.108471684108,1,58,0
4712,Female,South,Standard,33,2081.3362488461366,3,20,0
4713,Female,South,Premium,27,8378.243462320592,2,18,0
4714,Male,North,Premium,59,2621.889148611378,1,47,1
4715,Male,West,Standard,9,4229.33669081584,2,38,0
4716,Female,North,Basic,13,4137.097759672139,2,14,0
4717,Female,North,Basic,30,8676.320104215409,2,51,1
4718,Male,South,Standard,53,7602.194900849377,1,30,1
4719,Male,East,Premium,16,669.9973412493318,1,58,1
4720,Female,South,Standard,51,764.1658259648269,3,41,0
4721,Male,East,Basic,42,5556.852726793971,5,58,1
4722,Male,North,Basic,26,4334.418370842155,0,49,0
4723,Female,South,Standard,59,2828.2837833147364,5,48,1
4724,Female,South,Basic,5,7946.947288253313,4,30,0
4725,Female,North,Premium,46,1373.4882018000942,2,49,1
4726,Male,South,Standard,27,9743.163437414503,3,26,0
4727,Female,West,Premium,15,338.6148168463936,0,6,0
4728,Female,East,Premium,28,1270.4841736473518,2,8,0
4729,Male,East,Standard,3,3182.0348773309347,1,13,1
4730,Female,East,Standard,41,5140.57604302948,0,29,0
4731,Male,South,Basic,1,2239.747968945306,0,0,0
4732,Male,West,Basic,1,7388.529973654861,1,16,0
4733,Male,South,Standard,51,3639.664843917299,1,0,0
4734,Male,East,Standard,6,481.529500629682,2,42,0
4735,Male,South,Basic,11,8789.447477662377,4,17,1
4736,Male,East,Basic,50,9444.270163552022,3,44,1
4737,Female,North,Basic,46,6223.7798621267375,1,23,0
4738,Female,East,Standard,16,8084.71024684701,3,44,0
4739,Female,North,Standard,33,1299.0042330636882,1,17,1
4740,Male,North,Basic,24,2761.32078968798,0,19,0
4741,Female,North,Premium,59,3319.79370801402,3,57,1
4742,Male,East,Premium,32,9611.456352790112,2,27,0
4743,Female,West,Basic,10,5171.004135082938,3,49,0
4744,Male,East,Standard,25,173.39423225820397,5,37,0
4745,Female,South,Standard,10,3863.8396464139455,3,12,1
4746,Male,South,Premium,13,176.73094856920676,3,37,0
4747,Female,West,Basic,1,2454.276830677214,0,39,0
4748,Male,West,Premium,35,4601.530664697656,3,49,0
4749,Female,West,Premium,14,3301.591248666283,2,0,0
4750,Male,North,Basic,21,424.06870162319,3,11,0
4751,Female,West,Premium,48,1251.7236518469165,2,32,0
4752,Female,West,Standard,55,5553.776956105056,1,43,0
4753,Female,West,Premium,58,6986.488553406404,2,45,0
4754,Male,East,Basic,52,4105.035221105736,1,36,0
4755,Male,South,Standard,38,7341.669289606579,2,11,0
4756,Male,South,Standard,1,1716.995596299923,3,20,1
4757,Male,West,Premium,20,1308.3736832960922,6,1,1
4758,Male,South,Standard,56,8410.59178783843,1,5,0
4759,Female,East,Basic,5,3458.212150072776,3,47,0
4760,Male,South,Premium,40,4379.254427249801,3,1,0
